"","Event","time","n.risk","n.event","n.censor","surv","std.err","lower","upper"
"851","Diploid",31.8,3230,0,2,0.912718940219932,0.00497806142911897,0.90385700724161,0.921667760676565
"852","Diploid",31.9,3228,0,3,0.912718940219932,0.00497806142911897,0.90385700724161,0.921667760676565
"853","Diploid",31.93,3225,0,1,0.912718940219932,0.00497806142911897,0.90385700724161,0.921667760676565
"854","Diploid",31.93333333,3224,1,0,0.912435838811675,0.00498771823231066,0.903559552750605,0.921399322727052
"855","Diploid",31.956,3223,1,0,0.912152737403418,0.00499736235183643,0.903262131650215,0.921130851386945
"856","Diploid",31.96,3222,0,1,0.912152737403418,0.00499736235183643,0.903262131650215,0.921130851386945
"857","Diploid",32,3221,1,2,0.911869548102765,0.00500699984309346,0.902964646167162,0.920862268845914
"858","Diploid",32.03,3218,0,2,0.911869548102765,0.00500699984309346,0.902964646167162,0.920862268845914
"859","Diploid",32.03333333,3216,1,0,0.911586006576614,0.00501664872854751,0.902666802662426,0.920593340682615
"860","Diploid",32.06,3215,1,0,0.911302465050462,0.00502628507820401,0.902368992270912,0.920324379406116
"861","Diploid",32.06666667,3214,1,0,0.911018923524311,0.00503590896960514,0.902071214833265,0.92005538517577
"862","Diploid",32.1,3213,0,1,0.911018923524311,0.00503590896960514,0.902071214833265,0.92005538517577
"863","Diploid",32.186,3212,1,0,0.910735293722467,0.00504552646052486,0.90177337221356,0.919786279778638
"864","Diploid",32.3,3211,1,0,0.910451663920622,0.00505513162910752,0.901475562273699,0.919517141701683
"865","Diploid",32.33,3210,0,1,0.910451663920622,0.00505513162910752,0.901475562273699,0.919517141701683
"866","Diploid",32.42,3209,0,1,0.910451663920622,0.00505513162910752,0.901475562273699,0.919517141701683
"867","Diploid",32.49,3208,0,1,0.910451663920622,0.00505513162910752,0.901475562273699,0.919517141701683
"868","Diploid",32.515,3207,1,0,0.910167768796232,0.00506474249266133,0.901177490466468,0.91924773545632
"869","Diploid",32.52,3206,0,1,0.910167768796232,0.00506474249266133,0.901177490466468,0.91924773545632
"870","Diploid",32.56,3205,1,0,0.909883785093019,0.00507434711952284,0.90087935287864,0.918978218037512
"871","Diploid",32.6,3204,1,0,0.909599801389807,0.00508393958153532,0.900581247668334,0.918708668241202
"872","Diploid",32.63333333,3203,1,0,0.909315817686594,0.00509351995302026,0.900283174682782,0.91843908622016
"873","Diploid",32.7,3202,0,1,0.909315817686594,0.00509351995302026,0.900283174682782,0.91843908622016
"874","Diploid",32.72,3201,0,2,0.909315817686594,0.00509351995302026,0.900283174682782,0.91843908622016
"875","Diploid",32.73333333,3199,1,0,0.909031567665435,0.00510310624829151,0.899984838456813,0.918169235416439
"876","Diploid",32.75,3198,0,1,0.909031567665435,0.00510310624829151,0.899984838456813,0.918169235416439
"877","Diploid",32.8,3197,1,0,0.908747228732791,0.00511268653525526,0.89968643569347,0.917899273531885
"878","Diploid",32.83333333,3196,1,0,0.908462889800146,0.00512225488421131,0.899388064862882,0.917629279714597
"879","Diploid",32.85,3195,0,1,0.908462889800146,0.00512225488421131,0.899388064862882,0.917629279714597
"880","Diploid",32.86666667,3194,0,1,0.908462889800146,0.00512225488421131,0.899388064862882,0.917629279714597
"881","Diploid",32.88,3193,0,3,0.908462889800146,0.00512225488421131,0.899388064862882,0.917629279714597
"882","Diploid",32.9,3190,1,0,0.908178105195193,0.00513184132534489,0.899089231813003,0.917358857799638
"883","Diploid",32.93333333,3189,1,0,0.90789332059024,0.00514141588933905,0.898790430597842,0.917088404049983
"884","Diploid",32.98,3188,1,3,0.907608535985287,0.00515097864805987,0.898491661069669,0.916817918613361
"885","Diploid",33,3184,1,2,0.90732348305313,0.00516054766554029,0.898192625780165,0.91654716290351
"886","Diploid",33.02,3181,0,1,0.90732348305313,0.00516054766554029,0.898192625780165,0.91654716290351
"887","Diploid",33.05,3180,0,1,0.90732348305313,0.00516054766554029,0.898192625780165,0.91654716290351
"888","Diploid",33.08,3179,0,1,0.90732348305313,0.00516054766554029,0.898192625780165,0.91654716290351
"889","Diploid",33.13333333,3178,1,0,0.907037981642478,0.005170135043952,0.897893125122121,0.916275976642726
"890","Diploid",33.15,3177,1,1,0.906752480231826,0.00517971069727531,0.897593656029985,0.916004758816055
"891","Diploid",33.18,3175,0,1,0.906752480231826,0.00517971069727531,0.897593656029985,0.916004758816055
"892","Diploid",33.2,3174,0,1,0.906752480231826,0.00517971069727531,0.897593656029985,0.916004758816055
"893","Diploid",33.28,3173,0,1,0.906752480231826,0.00517971069727531,0.897593656029985,0.916004758816055
"894","Diploid",33.3,3172,1,1,0.906466618794174,0.00518929881386839,0.897293819559825,0.915733189147815
"895","Diploid",33.34,3170,0,1,0.906466618794174,0.00518929881386839,0.897293819559825,0.915733189147815
"896","Diploid",33.36666667,3169,1,0,0.906180576945391,0.00519888736223982,0.896993814700606,0.915461427464987
"897","Diploid",33.5,3168,1,0,0.905894535096608,0.00520846429711829,0.896693841211056,0.915189634412513
"898","Diploid",33.56666667,3167,0,1,0.905894535096608,0.00520846429711829,0.896693841211056,0.915189634412513
"899","Diploid",33.6,3166,1,0,0.905608402899799,0.00521803572709712,0.896393798909468,0.91491772968585
"900","Diploid",33.67,3165,0,1,0.905608402899799,0.00521803572709712,0.896393798909468,0.91491772968585
"901","Diploid",33.7,3164,1,3,0.905322180269299,0.00522760170527553,0.896093687612807,0.914645713297003
"902","Diploid",33.71,3160,0,2,0.905322180269299,0.00522760170527553,0.896093687612807,0.914645713297003
"903","Diploid",33.74,3158,0,1,0.905322180269299,0.00522760170527553,0.896093687612807,0.914645713297003
"904","Diploid",33.8,3157,1,1,0.905035413661675,0.00523719256918413,0.89579300514013,0.914373181395437
"905","Diploid",33.9,3155,2,0,0.904461698660939,0.00525635208132947,0.895191532213231,0.9138278624264
"906","Diploid",33.96666667,3153,1,0,0.904174841160571,0.00526591478082424,0.894890842132246,0.913555156559451
"907","Diploid",33.97,3152,2,0,0.903601126159834,0.00528500640401596,0.894289554041844,0.913009652754052
"908","Diploid",34,3150,0,1,0.903601126159834,0.00528500640401596,0.894289554041844,0.913009652754052
"909","Diploid",34.1,3149,0,2,0.903601126159834,0.00528500640401596,0.894289554041844,0.913009652754052
"910","Diploid",34.13,3147,0,1,0.903601126159834,0.00528500640401596,0.894289554041844,0.913009652754052
"911","Diploid",34.2,3146,1,0,0.903313903932828,0.00529455968993418,0.893988552343483,0.912736529902295
"912","Diploid",34.23,3145,0,1,0.903313903932828,0.00529455968993418,0.893988552343483,0.912736529902295
"913","Diploid",34.26,3144,0,3,0.903313903932828,0.00529455968993418,0.893988552343483,0.912736529902295
"914","Diploid",34.3,3141,1,0,0.903026315934123,0.00530412613092718,0.893687176572221,0.912463050434803
"915","Diploid",34.33333333,3140,2,0,0.902451139936713,0.00532322564648445,0.893084516395826,0.911916000133758
"916","Diploid",34.4,3138,1,2,0.902163551938008,0.00533275885214077,0.892783231721283,0.911642429569615
"917","Diploid",34.43,3135,1,0,0.901875780470085,0.00534229325414013,0.892481774342828,0.911368665200419
"918","Diploid",34.43333333,3134,1,0,0.901588009002162,0.0053518167405469,0.892180347006683,0.911094870788937
"919","Diploid",34.53,3133,0,3,0.901588009002162,0.0053518167405469,0.892180347006683,0.911094870788937
"920","Diploid",34.56666667,3130,1,0,0.901299961714941,0.00536134760585373,0.891878644777349,0.910820800278439
"921","Diploid",34.6,3129,1,0,0.90101191442772,0.00537086763588345,0.891576972442478,0.910546699873501
"922","Diploid",34.63333333,3128,1,0,0.900723867140499,0.00538037689397238,0.891275329871906,0.910272569704286
"923","Diploid",34.66666667,3127,1,0,0.900435819853278,0.00538987544295245,0.890973716936504,0.909998409899925
"924","Diploid",34.7,3126,5,1,0.898995583417172,0.00543720971574327,0.889466092338371,0.90862717079959
"925","Diploid",34.76666667,3120,0,1,0.898995583417172,0.00543720971574327,0.889466092338371,0.90862717079959
"926","Diploid",34.784,3119,1,0,0.898707351425054,0.0054466573981096,0.889164450734817,0.90835267068759
"927","Diploid",34.79,3118,0,1,0.898707351425054,0.0054466573981096,0.889164450734817,0.90835267068759
"928","Diploid",34.8,3117,0,1,0.898707351425054,0.0054466573981096,0.889164450734817,0.90835267068759
"929","Diploid",34.89,3116,0,2,0.898707351425054,0.0054466573981096,0.889164450734817,0.90835267068759
"930","Diploid",34.9,3114,2,0,0.898130146960426,0.00546557030912463,0.88856043697721,0.907802921794779
"931","Diploid",34.92,3112,0,1,0.898130146960426,0.00546557030912463,0.88856043697721,0.907802921794779
"932","Diploid",35,3111,1,3,0.897841451959796,0.0054750174185755,0.888258370925465,0.907527921203139
"933","Diploid",35.02,3107,0,1,0.897841451959796,0.0054750174185755,0.888258370925465,0.907527921203139
"934","Diploid",35.03333333,3106,1,0,0.897552385169081,0.00548447862155799,0.887955923412266,0.907252559369073
"935","Diploid",35.1,3105,0,1,0.897552385169081,0.00548447862155799,0.887955923412266,0.907252559369073
"936","Diploid",35.2,3104,1,1,0.897263225251179,0.00549393569790332,0.887653401860083,0.906977085539351
"937","Diploid",35.22,3102,1,0,0.896973972116024,0.0055033886923894,0.887350806099421,0.906701499703661
"938","Diploid",35.23333333,3101,1,0,0.896684718980869,0.00551283156062219,0.887048238851987,0.906425885354767
"939","Diploid",35.28,3100,0,1,0.896684718980869,0.00551283156062219,0.887048238851987,0.906425885354767
"940","Diploid",35.3,3099,1,0,0.896395372508142,0.00552227044482867,0.886745597091556,0.90615015906422
"941","Diploid",35.36666667,3098,1,0,0.896106026035415,0.00553169930313879,0.886442983644062,0.905874404460759
"942","Diploid",35.4,3097,2,1,0.895527333089961,0.00555052716988455,0.885837841219803,0.905322810783182
"943","Diploid",35.45,3094,0,1,0.895527333089961,0.00555052716988455,0.885837841219803,0.905322810783182
"944","Diploid",35.46666667,3093,1,0,0.895237799519612,0.00555993844209822,0.885535105851976,0.905046804347342
"945","Diploid",35.53333333,3092,1,0,0.894948265949262,0.00556933988485505,0.885232398405354,0.904770769990323
"946","Diploid",35.6,3091,1,1,0.894658732378913,0.00557873155373691,0.88492971876574,0.904494707826319
"947","Diploid",35.63333333,3089,1,0,0.894369105078046,0.00558811957519657,0.884626963583637,0.904218533965678
"948","Diploid",35.64,3088,0,1,0.894369105078046,0.00558811957519657,0.884626963583637,0.904218533965678
"949","Diploid",35.7,3087,2,0,0.893789662833098,0.00560687876873961,0.884021329346165,0.903665935275737
"950","Diploid",35.74,3085,0,1,0.893789662833098,0.00560687876873961,0.884021329346165,0.903665935275737
"951","Diploid",35.8,3084,0,1,0.893789662833098,0.00560687876873961,0.884021329346165,0.903665935275737
"952","Diploid",35.9,3083,0,1,0.893789662833098,0.00560687876873961,0.884021329346165,0.903665935275737
"953","Diploid",35.91,3082,0,1,0.893789662833098,0.00560687876873961,0.884021329346165,0.903665935275737
"954","Diploid",36,3081,1,1,0.893499565571549,0.00561626827880918,0.883718139287754,0.903389257484272
"955","Diploid",36.1,3079,1,2,0.893209374091986,0.00562565429082601,0.883414872961005,0.903112467748791
"956","Diploid",36.16666667,3076,1,0,0.892918993931358,0.00563504294337069,0.883111426313964,0.902835481419682
"957","Diploid",36.17,3075,0,1,0.892918993931358,0.00563504294337069,0.883111426313964,0.902835481419682
"958","Diploid",36.2,3074,2,1,0.892338044683518,0.00565380391555573,0.882504407031038,0.902281257346286
"959","Diploid",36.26666667,3071,1,0,0.892047475473266,0.00566317632494579,0.882200834105132,0.902004019646389
"960","Diploid",36.27,3070,1,0,0.891756906263014,0.00567253934151894,0.881897288269714,0.901726754856029
"961","Diploid",36.3,3069,1,0,0.891466337052762,0.00568189301765738,0.881593769417213,0.901449463082777
"962","Diploid",36.33,3068,0,1,0.891466337052762,0.00568189301765738,0.881593769417213,0.901449463082777
"963","Diploid",36.36666667,3067,1,0,0.891175673101979,0.00569124349584424,0.881290173231162,0.901172059387581
"964","Diploid",36.4,3066,1,0,0.890885009151195,0.00570058472321427,0.880986603850094,0.900894628887426
"965","Diploid",36.43333333,3065,1,0,0.890594345200412,0.00570991675111909,0.880683061168565,0.900617171687758
"966","Diploid",36.5,3064,0,1,0.890594345200412,0.00570991675111909,0.880683061168565,0.900617171687758
"967","Diploid",36.53,3063,0,1,0.890594345200412,0.00570991675111909,0.880683061168565,0.900617171687758
"968","Diploid",36.56666667,3062,1,0,0.890303491397276,0.0057192518053728,0.88037933633799,0.900339517384895
"969","Diploid",36.6,3061,0,2,0.890303491397276,0.0057192518053728,0.88037933633799,0.900339517384895
"970","Diploid",36.63333333,3059,2,0,0.889721403465666,0.0057379189414993,0.879771548187405,0.899783787525135
"971","Diploid",36.7,3057,1,0,0.889430359499861,0.00574723890567568,0.879467693797221,0.899505882910184
"972","Diploid",36.76,3056,0,1,0.889430359499861,0.00574723890567568,0.879467693797221,0.899505882910184
"973","Diploid",36.76666667,3055,1,0,0.889139220265983,0.00575655595991798,0.879163761029228,0.899227866364384
"974","Diploid",36.79,3054,0,2,0.889139220265983,0.00575655595991798,0.879163761029228,0.899227866364384
"975","Diploid",36.9,3052,2,0,0.88855656022649,0.00577518758136181,0.878555554919215,0.898671411615092
"976","Diploid",36.93,3050,0,1,0.88855656022649,0.00577518758136181,0.878555554919215,0.898671411615092
"977","Diploid",36.93333333,3049,1,0,0.888265134657377,0.00578449612334544,0.87825138612174,0.89839305911271
"978","Diploid",36.96666667,3048,1,0,0.887973709088263,0.00579379580511966,0.877947243376653,0.898114680557964
"979","Diploid",37,3047,3,0,0.887099432380923,0.00582164217337548,0.877034970462061,0.897279389573211
"980","Diploid",37.02,3044,1,0,0.88680800681181,0.00583090689680033,0.876730930936374,0.897000907799166
"981","Diploid",37.19,3043,0,1,0.88680800681181,0.00583090689680033,0.876730930936374,0.897000907799166
"982","Diploid",37.2,3042,1,0,0.886516485442049,0.00584016908228214,0.876426811812498,0.89672231425145
"983","Diploid",37.22,3041,0,1,0.886516485442049,0.00584016908228214,0.876426811812498,0.89672231425145
"984","Diploid",37.3,3040,0,2,0.886516485442049,0.00584016908228214,0.876426811812498,0.89672231425145
"985","Diploid",37.39,3038,0,1,0.886516485442049,0.00584016908228214,0.876426811812498,0.89672231425145
"986","Diploid",37.4,3037,1,1,0.886224580112631,0.00584944705712742,0.876122296745469,0.896443349648003
"987","Diploid",37.42,3035,0,1,0.886224580112631,0.00584944705712742,0.876122296745469,0.896443349648003
"988","Diploid",37.45,3034,0,1,0.886224580112631,0.00584944705712742,0.876122296745469,0.896443349648003
"989","Diploid",37.48,3033,0,1,0.886224580112631,0.00584944705712742,0.876122296745469,0.896443349648003
"990","Diploid",37.5,3032,1,0,0.885932289683834,0.00585874089690296,0.875817384527548,0.896164012921296
"991","Diploid",37.52,3031,1,0,0.885639999255037,0.00586802613698913,0.875512497883974,0.895884650620269
"992","Diploid",37.7,3030,2,2,0.885055418397443,0.00588657100501045,0.87490280093651,0.895325849678606
"993","Diploid",37.71,3026,1,1,0.884762934782639,0.00589584296224851,0.874597778500313,0.895046237262891
"994","Diploid",37.73333333,3024,1,0,0.884470354447063,0.00590511260273719,0.874292675223393,0.894766512479163
"995","Diploid",37.76666667,3023,1,0,0.884177774111487,0.00591437383521601,0.873987597146808,0.894486762495126
"996","Diploid",37.78,3022,0,1,0.884177774111487,0.00591437383521601,0.873987597146808,0.894486762495126
"997","Diploid",37.8,3021,1,1,0.883885096927074,0.00592363282812898,0.873682437961511,0.894206900155408
"998","Diploid",37.808,3019,0,1,0.883885096927074,0.00592363282812898,0.873682437961511,0.894206900155408
"999","Diploid",37.84,3018,1,0,0.883592225788264,0.0059328957478898,0.873377091129883,0.893926838020707
"1000","Diploid",37.86666667,3017,2,0,0.883006483510645,0.00595139669828526,0.872766472438662,0.893366638779347
"1001","Diploid",37.9,3015,2,0,0.882420741233026,0.00596986476073368,0.872155953100294,0.89280634018524
"1002","Diploid",37.93333333,3013,1,0,0.882127870094217,0.0059790865694288,0.871850730462072,0.892526153857264
"1003","Diploid",37.96666667,3012,1,0,0.881834998955407,0.00598830028808303,0.871545532391666,0.892245942961498
"1004","Diploid",37.98,3011,0,2,0.881834998955407,0.00598830028808303,0.871545532391666,0.892245942961498
"1005","Diploid",38,3009,1,0,0.881541933153162,0.00599751819427344,0.871240145520504,0.891965532009711
"1006","Diploid",38.01,3008,0,1,0.881541933153162,0.00599751819427344,0.871240145520504,0.891965532009711
"1007","Diploid",38.03333333,3007,3,0,0.880662443362853,0.00602514224208782,0.870323811068036,0.891123888932877
"1008","Diploid",38.04,3004,0,1,0.880662443362853,0.00602514224208782,0.870323811068036,0.891123888932877
"1009","Diploid",38.13333333,3003,1,0,0.880369182475952,0.00603434049400741,0.870018307906726,0.890843204573655
"1010","Diploid",38.14,3002,0,1,0.880369182475952,0.00603434049400741,0.870018307906726,0.890843204573655
"1011","Diploid",38.16666667,3001,1,0,0.880075823867996,0.00604353698458388,0.86971272190985,0.890562407844387
"1012","Diploid",38.17,3000,0,2,0.880075823867996,0.00604353698458388,0.86971272190985,0.890562407844387
"1013","Diploid",38.2,2998,1,1,0.879782269557166,0.00605273787761912,0.869406945749707,0.890281410346576
"1014","Diploid",38.21,2996,0,1,0.879782269557166,0.00605273787761912,0.869406945749707,0.890281410346576
"1015","Diploid",38.268,2995,0,1,0.879782269557166,0.00605273787761912,0.869406945749707,0.890281410346576
"1016","Diploid",38.27,2994,0,1,0.879782269557166,0.00605273787761912,0.869406945749707,0.890281410346576
"1017","Diploid",38.3,2993,1,0,0.879488322925173,0.00606195550752799,0.869100764137814,0.890000034609426
"1018","Diploid",38.34,2992,0,1,0.879488322925173,0.00606195550752799,0.869100764137814,0.890000034609426
"1019","Diploid",38.4,2991,1,0,0.879194278016137,0.00607117144791278,0.868794499067538,0.889718546015134
"1020","Diploid",38.43333333,2990,1,0,0.878900233107102,0.00608037957239866,0.868488258081952,0.88943703333618
"1021","Diploid",38.56666667,2989,1,0,0.878606188198066,0.00608957992260909,0.868182041095866,0.889155496657752
"1022","Diploid",38.57,2988,1,1,0.878312143289031,0.00609877253989479,0.867875848024656,0.888873936064475
"1023","Diploid",38.6,2986,0,1,0.878312143289031,0.00609877253989479,0.867875848024656,0.888873936064475
"1024","Diploid",38.7,2985,1,1,0.878017901364981,0.00610796977035986,0.867569463190202,0.888592173683219
"1025","Diploid",38.73,2983,0,1,0.878017901364981,0.00610796977035986,0.867569463190202,0.888592173683219
"1026","Diploid",38.8,2982,3,1,0.877134583556767,0.00613555246795245,0.866649803586356,0.887746209007985
"1027","Diploid",38.9,2978,1,0,0.876840045415881,0.00614473765161945,0.866343189595354,0.887464084070463
"1028","Diploid",38.93,2977,0,1,0.876840045415881,0.00614473765161945,0.866343189595354,0.887464084070463
"1029","Diploid",38.96,2976,0,1,0.876840045415881,0.00614473765161945,0.866343189595354,0.887464084070463
"1030","Diploid",39,2975,0,1,0.876840045415881,0.00614473765161945,0.866343189595354,0.887464084070463
"1031","Diploid",39.06,2974,0,1,0.876840045415881,0.00614473765161945,0.866343189595354,0.887464084070463
"1032","Diploid",39.13,2973,0,1,0.876840045415881,0.00614473765161945,0.866343189595354,0.887464084070463
"1033","Diploid",39.16666667,2972,1,0,0.876545011753224,0.00615394617311726,0.866036057168523,0.88718148773331
"1034","Diploid",39.2,2971,1,1,0.876249978090568,0.00616314712305816,0.86572894839327,0.886898867744606
"1035","Diploid",39.288,2969,1,0,0.875954845056519,0.00617234673195398,0.865421754510985,0.886616134362786
"1036","Diploid",39.29,2968,0,1,0.875954845056519,0.00617234673195398,0.865421754510985,0.886616134362786
"1037","Diploid",39.3,2967,3,2,0.875069147538767,0.0061999192393235,0.864499987425293,0.885767523554068
"1038","Diploid",39.36,2962,0,1,0.875069147538767,0.0061999192393235,0.864499987425293,0.885767523554068
"1039","Diploid",39.43333333,2961,0,1,0.875069147538767,0.0061999192393235,0.864499987425293,0.885767523554068
"1040","Diploid",39.5,2960,1,0,0.874773516070004,0.00620912003030704,0.864192342308483,0.885484245756393
"1041","Diploid",39.52,2959,0,2,0.874773516070004,0.00620912003030704,0.864192342308483,0.885484245756393
"1042","Diploid",39.53333333,2957,1,0,0.874477684647593,0.006218325847898,0.863884501963679,0.885200763769189
"1043","Diploid",39.62,2956,0,1,0.874477684647593,0.006218325847898,0.863884501963679,0.885200763769189
"1044","Diploid",39.68,2955,0,1,0.874477684647593,0.006218325847898,0.863884501963679,0.885200763769189
"1045","Diploid",39.7,2954,1,0,0.874181652933088,0.00622753672655091,0.863576466017724,0.884917077289993
"1046","Diploid",39.715,2953,1,0,0.873885621218583,0.00623674022851779,0.863268453393233,0.884633367489361
"1047","Diploid",39.75,2952,0,1,0.873885621218583,0.00623674022851779,0.863268453393233,0.884633367489361
"1048","Diploid",39.8,2951,3,1,0.872997225127883,0.0062643255167919,0.862344225852327,0.883781826599131
"1049","Diploid",39.83333333,2947,1,0,0.872700992611721,0.00627351232126491,0.8620360864043,0.883497842511764
"1050","Diploid",39.9,2946,0,2,0.872700992611721,0.00627351232126491,0.8620360864043,0.883497842511764
"1051","Diploid",39.98,2944,0,1,0.872700992611721,0.00627351232126491,0.8620360864043,0.883497842511764
"1052","Diploid",40,2943,1,0,0.872404458125615,0.00628271063145378,0.86172764006623,0.883213562116856
"1053","Diploid",40.05,2942,0,1,0.872404458125615,0.00628271063145378,0.86172764006623,0.883213562116856
"1054","Diploid",40.077,2941,1,0,0.872107822811733,0.00629190798377389,0.861419106594653,0.882929167448005
"1055","Diploid",40.08,2940,0,2,0.872107822811733,0.00629190798377389,0.861419106594653,0.882929167448005
"1056","Diploid",40.1,2938,0,2,0.872107822811733,0.00629190798377389,0.861419106594653,0.882929167448005
"1057","Diploid",40.21,2936,0,1,0.872107822811733,0.00629190798377389,0.861419106594653,0.882929167448005
"1058","Diploid",40.3,2935,2,0,0.87151354150147,0.00631034377052148,0.860801004610868,0.882359394275786
"1059","Diploid",40.37,2933,0,2,0.87151354150147,0.00631034377052148,0.860801004610868,0.882359394275786
"1060","Diploid",40.43333333,2931,1,0,0.871216198089152,0.00631956346225879,0.860491766653405,0.882074289641216
"1061","Diploid",40.47,2930,0,1,0.871216198089152,0.00631956346225879,0.860491766653405,0.882074289641216
"1062","Diploid",40.51,2929,0,1,0.871216198089152,0.00631956346225879,0.860491766653405,0.882074289641216
"1063","Diploid",40.54,2928,0,2,0.871216198089152,0.00631956346225879,0.860491766653405,0.882074289641216
"1064","Diploid",40.6,2926,1,1,0.870918448192335,0.00632880119577331,0.860182107700153,0.881788794037722
"1065","Diploid",40.63333333,2924,1,0,0.870620596465867,0.00633803808119145,0.859872360534661,0.881503183239052
"1066","Diploid",40.636,2923,1,0,0.870322744739399,0.00634726783311107,0.859562636320337,0.881217549489243
"1067","Diploid",40.7,2922,2,4,0.869727041286463,0.00636570608639697,0.858943256439623,0.880646213441778
"1068","Diploid",40.833,2916,0,1,0.869727041286463,0.00636570608639697,0.858943256439623,0.880646213441778
"1069","Diploid",40.93,2915,0,1,0.869727041286463,0.00636570608639697,0.858943256439623,0.880646213441778
"1070","Diploid",40.97,2914,0,1,0.869727041286463,0.00636570608639697,0.858943256439623,0.880646213441778
"1071","Diploid",41,2913,1,1,0.869428473816059,0.00637495894758591,0.858632819237535,0.880359862966063
"1072","Diploid",41.063,2911,0,1,0.869428473816059,0.00637495894758591,0.858632819237535,0.880359862966063
"1073","Diploid",41.1,2910,1,1,0.869129701144644,0.00638421744795404,0.858322180876537,0.880073303756827
"1074","Diploid",41.162,2908,0,1,0.869129701144644,0.00638421744795404,0.858322180876537,0.880073303756827
"1075","Diploid",41.16666667,2907,2,0,0.868531744693908,0.00640273875576563,0.85770052390585,0.879499744393125
"1076","Diploid",41.4,2905,0,2,0.868531744693908,0.00640273875576563,0.85770052390585,0.879499744393125
"1077","Diploid",41.46666667,2903,2,0,0.867933376285576,0.00642125751340718,0.857078508415441,0.878925720659114
"1078","Diploid",41.5,2901,0,2,0.867933376285576,0.00642125751340718,0.857078508415441,0.878925720659114
"1079","Diploid",41.53333333,2899,1,0,0.867633985676302,0.00643051920322259,0.856767309478228,0.878638487688092
"1080","Diploid",41.59,2898,0,1,0.867633985676302,0.00643051920322259,0.856767309478228,0.878638487688092
"1081","Diploid",41.69,2897,0,1,0.867633985676302,0.00643051920322259,0.856767309478228,0.878638487688092
"1082","Diploid",41.7,2896,1,1,0.867334388305558,0.00643978673329359,0.856455907584856,0.878351044665826
"1083","Diploid",41.72,2894,0,1,0.867334388305558,0.00643978673329359,0.856455907584856,0.878351044665826
"1084","Diploid",41.83333333,2893,1,0,0.867034583815995,0.00644906013800483,0.856144302346288,0.878063391268021
"1085","Diploid",41.885,2892,0,1,0.867034583815995,0.00644906013800483,0.856144302346288,0.878063391268021
"1086","Diploid",41.89,2891,1,0,0.866734675623737,0.00645833303693403,0.855832606601989,0.877775621229573
"1087","Diploid",41.9,2890,1,0,0.86643476743148,0.00646759904653185,0.855520933456618,0.877487828592228
"1088","Diploid",41.918,2889,0,1,0.86643476743148,0.00646759904653185,0.855520933456618,0.877487828592228
"1089","Diploid",41.95,2888,0,1,0.86643476743148,0.00646759904653185,0.855520933456618,0.877487828592228
"1090","Diploid",42,2887,0,2,0.86643476743148,0.00646759904653185,0.855520933456618,0.877487828592228
"1091","Diploid",42.06666667,2885,2,0,0.865834119412463,0.00648616185395453,0.854896747563394,0.876911421730687
"1092","Diploid",42.1,2883,1,1,0.865533795402955,0.0064954329980311,0.854584688408453,0.876623184508292
"1093","Diploid",42.2,2881,0,1,0.865533795402955,0.0064954329980311,0.854584688408453,0.876623184508292
"1094","Diploid",42.21,2880,0,1,0.865533795402955,0.0064954329980311,0.854584688408453,0.876623184508292
"1095","Diploid",42.25,2879,1,0,0.865233158447275,0.00650471665732503,0.854272310375542,0.876334641055552
"1096","Diploid",42.279,2878,0,1,0.865233158447275,0.00650471665732503,0.854272310375542,0.876334641055552
"1097","Diploid",42.3,2877,1,1,0.864932416994913,0.00651399997222248,0.853959840832825,0.876045980381312
"1098","Diploid",42.31,2875,0,1,0.864932416994913,0.00651399997222248,0.853959840832825,0.876045980381312
"1099","Diploid",42.33333333,2874,1,0,0.86463146625831,0.00652328942869571,0.853647165476872,0.875757107477035
"1100","Diploid",42.36666667,2873,1,0,0.864330515521708,0.00653257213055678,0.85333451252062,0.875468212173089
"1101","Diploid",42.41,2872,0,1,0.864330515521708,0.00653257213055678,0.85333451252062,0.875468212173089
"1102","Diploid",42.43333333,2871,1,0,0.864029459960746,0.00654185457280859,0.853021767603504,0.875179199444608
"1103","Diploid",42.5,2870,2,1,0.863427348838822,0.0065603994062977,0.852396344558963,0.874601107198048
"1104","Diploid",42.56666667,2867,2,0,0.862825027702555,0.00657893064517798,0.851770781223138,0.874022735742197
"1105","Diploid",42.6,2865,2,1,0.862222706566288,0.00659743561422778,0.851145306027386,0.873444276146399
"1106","Diploid",42.63333333,2862,1,0,0.861921440770842,0.00660668479008516,0.850832486667264,0.873154917921011
"1107","Diploid",42.66666667,2861,1,0,0.861620174975396,0.00661592748984316,0.850519689164526,0.87286553783827
"1108","Diploid",42.7,2860,1,1,0.86131890917995,0.00662516374736931,0.850206913450528,0.872576135966821
"1109","Diploid",42.74,2858,0,1,0.86131890917995,0.00662516374736931,0.850206913450528,0.872576135966821
"1110","Diploid",42.9,2857,1,0,0.861017432487903,0.00663440651654854,0.849893929763011,0.872286520807111
"1111","Diploid",42.96666667,2856,2,0,0.860414479103807,0.00665287289603339,0.849268027460084,0.871707225415679
"1112","Diploid",42.97,2854,0,3,0.860414479103807,0.00665287289603339,0.849268027460084,0.871707225415679
"1113","Diploid",43,2851,1,2,0.860112685179183,0.00666211598460323,0.848954763293037,0.87141725707096
"1114","Diploid",43.03333333,2848,1,0,0.859810679320623,0.00667136571296165,0.848641289972623,0.871127074547175
