"","Event","time","n.risk","n.event","n.censor","surv","std.err","lower","upper"
"1596","Diploid",69.5,2200,1,2,0.764981122425821,0.00954278163687925,0.75080626464243,0.77942359464271
"1597","Diploid",69.6,2197,1,0,0.764632928924489,0.00955363553432565,0.75044855840817,0.779085400917838
"1598","Diploid",69.7,2196,1,2,0.764284735423158,0.00956448698746023,0.750090870646632,0.778747188720326
"1599","Diploid",69.78,2193,0,1,0.764284735423158,0.00956448698746023,0.750090870646632,0.778747188720326
"1600","Diploid",69.8,2192,1,1,0.763936065379625,0.0095753657245522,0.749732689985842,0.778408517839503
"1601","Diploid",69.88,2190,1,0,0.763587236126027,0.00958625196575621,0.749374356989811,0.778069681376238
"1602","Diploid",69.9,2189,0,1,0.763587236126027,0.00958625196575621,0.749374356989811,0.778069681376238
"1603","Diploid",69.91,2188,0,1,0.763587236126027,0.00958625196575621,0.749374356989811,0.778069681376238
"1604","Diploid",69.93333333,2187,1,0,0.763238087869911,0.00959715570113835,0.749015700203183,0.777730531706207
"1605","Diploid",69.994,2186,0,1,0.763238087869911,0.00959715570113835,0.749015700203183,0.777730531706207
"1606","Diploid",70.06666667,2185,1,0,0.762888779820542,0.00960806700315886,0.748656890488698,0.777391215882841
"1607","Diploid",70.1,2184,2,0,0.762190163721806,0.00962988243610617,0.747939326583953,0.776712528712134
"1608","Diploid",70.16666667,2182,0,1,0.762190163721806,0.00962988243610617,0.747939326583953,0.776712528712134
"1609","Diploid",70.17,2181,0,1,0.762190163721806,0.00962988243610617,0.747939326583953,0.776712528712134
