,0,0
540,PADI1,26.46939607610926
541,TRIM24,26.48128866639557
542,CTLA4,26.485878217277094
543,IL17D,26.501586794133008
544,PITX3,26.522983382890587
545,SEC14L4,26.592526027921103
546,NAP1L5,26.596132586456466
547,SUSD2,26.611327417775072
548,ATOH8,26.813909971590444
549,PDC,26.818272497524298
550,ATP6V0E2,26.82442219063759
551,CPEB1,26.83728297114364
552,CCL3,26.917924232450936
553,HOXB6,26.965943524509
554,WWC1,26.979859553842942
555,DPF3,27.024414619682798
556,DDHD1,27.041912892566494
557,PSCA,27.051791247972183
558,ERG,27.10923252653213
559,UCP3,27.1115858324941
560,PYY,27.123298572128363
561,WNT11,27.136367407671276
562,ZAN,27.179919327776464
563,NPY2R,27.17993506820712
564,PMEL,27.192318069696626
565,PPEF2,27.208444519207987
566,SERPINA5,27.20880672831071
567,REM2,27.209412419076678
568,ST3GAL4,27.211024798364402
569,ATP1A3,27.25164131583311
570,SMPX,27.273313389272552
571,DCXR,27.282047247170212
572,SRMS,27.285992632295063
573,ENC1,27.293218214129173
574,TMEM163,27.338251967680122
575,DQX1,27.435959448801306
576,PIBF1,27.475501999833284
577,APAF1,27.477166065059837
578,EGFL6,27.618130551528925
579,HHIP,27.61977739593554
580,GATA1,27.6804642158597
581,SLC34A1,27.774940850022965
582,SEMA3E,27.77608996500542
583,OMP,27.78710613927894
584,PEG10,27.796192167676452
585,HTR1B,27.79824072856557
586,GATA2,27.81645675874391
587,RNF151,27.818240957131717
588,POMC,27.825106245462266
589,CEP164,27.825652354052117
590,KRAS,27.833664360454947
591,PRAP1,27.86782309245208
592,FA2H,27.902503606622897
593,GPRIN1,27.929380607589533
594,BCAN,27.961692130709316
595,SKIL,27.9909274929948
596,GJA3,28.00141284093342
597,PROZ,28.024482664814236
598,OIT3,28.027968681767216
599,LCT,28.043503320840436
600,UCN,28.05508309551309
601,FEZF2,28.08530874401648
602,CLDN6,28.12858154670257
603,SUB1,28.138425560678478
604,PROC,28.159486981296155
605,APCS,28.16093924480716
606,PLBD1,28.304190863393202
607,RAB40B,28.410823249470763
608,DDX25,28.428621882972866
609,CRYGS,28.438742832168963
