,0,0,1,2,3,4,5,6
0,AGRP,0.01714825552223955,0.06234530103296905,0.04518989718719501,0.08559309885841278,0.015554164347888326,0.07003385042544281,0.003683593356187547
1,TCEA3,0.04807649000949908,0.05207488583968022,0.08576268322442095,0.056259940735144606,0.05363933807062585,0.0023193196483218483,0.001430837366931194
2,IFNA5,0.07484753878806875,0.016909842151698044,0.054654528572480605,0.022110404675382764,0.053133982556875944,0.05539149132454494,0.022667975867740345
3,IL2,0.0701864567490838,0.1457846699171121,0.007120362551946339,0.019656720833541867,0.0456398032731792,0.010563637794721912,0.0008129922369645713
4,OMG,0.011533450877585042,0.04903992090418605,0.08044187986486816,0.11628466368517539,0.006347033350688795,0.024597095763507937,0.011588393958087568
5,EBF3,0.08831795983050379,0.03540065385566187,0.016789839314746806,0.03939234244356953,0.04575724799830355,0.06750598084904376,0.00676178646710524
6,SLC10A1,0.0015345708377407104,0.061934066675147614,0.09699800681263267,0.02891885213752891,0.04494233013927092,0.05599605127622139,0.009647219177397227
7,CHGA,0.04492525790425683,0.016303039792687466,0.06002533522340233,0.03847372061659583,0.13096982709010255,0.007341780811299637,0.0020506655850626
8,SERPINA6,0.0834264124726762,0.011177432248410816,0.0017606182661570459,0.00791133152718592,0.10879955906006822,0.0723146106838752,0.014730236084592646
9,SLC4A5,0.061971150739035835,0.050887025200823,0.0664922412005836,0.07195405759157526,0.02921518225026322,0.006251741579507557,0.01357877799023868
10,PKIB,0.03999882021445728,0.03127739541067753,0.07833559201029905,0.026899128345063535,0.045475649681571494,0.0747091435008538,0.00372782060899279
11,COX4I2,0.07949523868919808,0.04726777539161932,0.00715321638791832,0.015128463221157028,0.06079008698431519,0.08501290009736166,0.005847627129996922
12,TBX20,0.027733432714380207,0.0616131309087551,0.01898697478639564,0.008557971111645676,0.13333169866423294,0.023914140567396606,0.02671729211628954
13,CCR5,0.041810657688982525,0.04395880638261823,0.0021329196757324674,0.06471057870529137,0.10078453157752197,0.034836233862292676,0.0126736952605547
14,SFMBT2,0.017612843166835784,0.011177405308396901,0.11521109888888159,0.10204576438636502,0.02043020007232418,0.030265135384015464,0.004193799305311566
15,ACOT6,0.041347215956260654,0.1020787431143828,0.020101024817014576,0.04173984506566156,0.048347189513425974,0.045563343208359613,0.001857853938589263
16,TRIM29,0.09437590192536162,0.07388350890322068,0.04641631711161453,0.02450562650149402,0.01798428823131828,0.04223957832730317,0.0016592907566478504
17,ASTE1,0.09512438086592442,0.05314892511109376,0.01063512950219523,0.0022568699459558426,0.06850281705746997,0.06975560765358463,0.0016919065999936522
18,S100A3,0.05794261354354164,0.05616438863311845,0.020954625196789593,0.06419683489547863,0.06741567197073024,0.03320613390530889,0.001309066795194056
19,SLURP1,0.024702411369291334,0.07745641353180917,0.04160697714305102,0.0885493097686994,0.04089582180084849,0.003476511235659591,0.024577697766077565
20,KSR1,0.08375305653960026,0.12410713893222693,0.025188348945724633,0.030708599266845365,0.011015865129129426,0.008090628635106822,0.018408444208556664
21,RUNX2,0.11105525466537051,0.07901384351094097,0.0588572131686165,0.023589671744459296,0.013221090513616978,0.004021520784646447,0.011538384547045106
22,TSHR,0.09617469206909261,0.02241225815762809,0.06274683995492367,0.05113436119556186,0.02968237848026736,0.03800613400350292,0.0011909213627235107
23,RNF112,0.08633716101066478,0.032368697806331476,0.02210463131579037,0.06057579758161859,0.04417696085982697,0.05532500219486977,0.0005205216813263011
24,LRRK1,0.03615241292740794,0.09633306735847118,0.010755402364469,0.0566363931423751,0.009053834983026423,0.08435744460382623,0.008657610214647966
25,IRS4,0.11415066733338845,0.04111333843930698,0.0031928062462406393,0.04070432676322663,0.03497949312515121,0.05992954154925073,0.007945129492941107
