,0,0
0,SLC37A4,2.9747774325203267
1,DCK,2.9751431852414747
2,AP1AR,2.9766518667620234
3,SOD2,2.9854157467448452
4,CS,2.9864945568265284
5,PLCG1,2.99066076600668
6,GNL1,2.9916587599131756
7,LAMC3,2.9921523102064387
8,STK32B,3.0026641688499445
9,MR1,3.002726128874654
10,EIF4G2,3.005633147063531
11,PDE1A,3.02359573237007
12,ACY1,3.0256171484561873
13,KCNAB3,3.0268731511025924
14,LIPA,3.0271815128745225
15,NCS1,3.029788428017851
16,CNR2,3.0327018933436847
17,MYO1F,3.0341170612062216
18,MAPK10,3.037132544304741
19,CNNM4,3.0383735092544972
20,MS4A1,3.039955370923614
21,DST,3.0399769847581104
22,GRAMD1A,3.040231148360622
23,EXT1,3.042409537774657
24,LIMS2,3.045863634209983
25,ACBD3,3.048556622011577
26,SNW1,3.048990178606901
27,SDF2,3.0509629708085235
28,SCGN,3.050991655946994
29,PIM1,3.0525495069510487
30,CPN1,3.0544938082148256
31,MRPL28,3.0588008997678546
32,KLF9,3.0598141880796685
33,ABLIM1,3.0748896398841308
34,LCMT1,3.076332029602836
35,CMYA5,3.0782399333606834
36,MIF,3.081180716853312
37,ATP7B,3.082137051668172
38,FLT3,3.0823426417767763
39,NAMPT,3.0888901537347424
40,TLR1,3.099339036513778
41,CAPN2,3.100593223991827
42,NT5C1B,3.102098844829527
43,PDE7B,3.105901564287845
44,GPRC5C,3.1059042884064247
45,NFIA,3.1108850668636885
46,NUDCD1,3.111250108134785
47,RHOB,3.117494734675271
48,UBR2,3.1201488400560025
49,CACNG6,3.1208230442595677
50,IL1RN,3.1219036821267867
51,PCDH18,3.12458327662325
52,TMPRSS2,3.125260369620951
53,EVC,3.1268361959668143
54,TNFRSF4,3.1290843530576278
55,DUSP6,3.1304051253372
56,LYL1,3.133775095203465
57,LIMCH1,3.134098516117349
58,CAV2,3.13860152669341
59,CLK4,3.139132190507627
60,CNN1,3.13914397431469
61,AASS,3.139943100999528
62,UTRN,3.14335543141563
63,MAOA,3.1445723080592893
64,FAF1,3.148962249821427
65,SH3D19,3.149875760575127
66,KLRG1,3.150537838336716
67,GALM,3.152955771289939
68,ARMCX1,3.161027342290268
69,PIGT,3.1699408005138587
70,NDEL1,3.172910709922515
71,MRPL35,3.175216076427971
72,CCDC47,3.1792404352502635
73,TEX264,3.1803158482656033
74,RAB27A,3.1804162286282827
75,TMC6,3.1846401438985703
76,GOLGA5,3.1855803682197132
77,FBXO31,3.1881041826146395
78,KLHL5,3.1961972783363644
79,P2RY2,3.1977675850627487
80,CXCR6,3.198575595419975
81,GNAI2,3.2000571434595524
82,PBX1,3.2007174027409664
83,CCNB1,3.2081638779612
84,TRIT1,3.2108292870676585
85,VAV3,3.2130433930945856
86,NCAPG2,3.2162431483722402
87,PTPRE,3.2232157683958
88,PTCD2,3.2251078069415904
89,CYBA,3.226060633016534
90,RPRD1A,3.2282258149304868
91,FLNC,3.2309144471147655
92,HSPBP1,3.2393253953147334
93,SESN1,3.2397692423855347
94,SLMO2,3.2401919857928494
95,IFNAR2,3.2416469519179683
96,ALOX5AP,3.241853819047548
97,CCZ1,3.245124058043892
98,ANO1,3.2467357742129175
99,LMOD1,3.2547201659585148
100,STAM,3.255393882165758
101,MACROD1,3.255941842425009
102,GIMAP7,3.2586979214942207
103,MAGED2,3.2608400102793422
104,WIF1,3.265518676911934
105,FOXN2,3.267266788153542
106,C1QTNF6,3.2672738321816475
107,CD38,3.269246420760896
108,RMI1,3.272040246934107
109,DUT,3.2807416503187476
110,NAPG,3.2852895728290603
111,KCNE1,3.285536014776807
112,GFPT1,3.285858531834945
113,ADCY7,3.2931950696840606
114,CDK12,3.2990191823115937
115,NPC1,3.299345706880853
116,TIMM10,3.304047161155084
117,RBBP7,3.304715152507745
118,MTHFR,3.306595838204488
119,MPHOSPH6,3.3067674229383592
120,GFRA3,3.3078289311559437
121,COX7C,3.3085011417858086
122,STAP2,3.309243965182095
123,PTP4A2,3.3121474619608904
124,ATXN7L3B,3.3134827431009017
125,BCAM,3.3185985235200484
126,PENK,3.319948578735257
127,TMEM135,3.3214443709736376
128,PTPN4,3.3218826418397436
129,SEMA3E,3.322303921709676
130,CELF1,3.3233957881796012
131,PHF7,3.324864755626517
132,MEIS2,3.325256279514889
133,NNMT,3.326115106959341
134,PLXNB3,3.3275772727230306
135,NUP188,3.329364439629466
136,PHOSPHO2,3.333530612222842
137,MTL5,3.3406170475096557
138,KIF5B,3.3455044094656987
139,EVPL,3.3493683003895582
140,IKBKE,3.351277406695648
141,CENPF,3.3585006017167593
142,CRIP2,3.3652754196832424
143,SNX4,3.366887537273213
144,ITGB1,3.367420863678662
145,CD46,3.3704156906680343
146,TMEM208,3.3717719976810647
147,INTS4,3.3744949285926715
148,CCDC77,3.3767304079945353
149,PKIA,3.3777274929435155
150,AKAP12,3.3821131119363232
151,NFIB,3.382477673303626
152,DDX49,3.383401619689604
153,SETDB1,3.385232883484389
154,FEZ1,3.3861902497678456
155,CDK6,3.3903895003333897
156,DDIT4,3.391997412211905
157,SYNGR1,3.3936023468585326
158,TFG,3.3938332336330737
159,CYTIP,3.405132784496987
160,PURA,3.4064282074595
161,COL18A1,3.417518636850539
162,SERPINA5,3.418737174036356
163,HMGB2,3.419282376124319
164,PKP4,3.423691151874709
165,VIM,3.4251327583683313
166,CD72,3.430132668666385
167,SERPINF2,3.4331677779267045
168,SPC25,3.439924427609716
169,SVIL,3.4413943931380704
170,EIF3D,3.443257214377339
171,ZYX,3.454355534320085
172,STK40,3.454714593049661
173,BLM,3.4578952457213235
