Gene,Count
Vmn1r-ps79,1
Gm5728,1
Gm8660,1
Vmn1r100,1
Vmn1r101,1
Vmn1r149,1
Gm10665,1
Gm10670,1
Vmn1r103,1
Vmn1r104,1
Vmn1r152,1
Gm5726,1
Gm8677,1
Gm4141,1
Gm4201,1
Gm4565,1
LOC101055864,1
Gm4541,1
Vmn1r107,1
Vmn1r130,1
Vmn1r137,1
Vmn1r155,1
Vmn1r165,1
Vmn1r111,1
Vmn1r131,1
Vmn1r138,1
Vmn1r166,1
Gm6902,1
Gm4567,1
Vmn1r112,1
Vmn1r113,1
Vmn1r114,1
Vmn1r115,1
Vmn1r116,1
Vmn1r117,1
Vmn1r119,1
Vmn1r120,1
Vmn1r121,1
Vmn1r122,1
Vmn1r123,1
Vmn1r124,1
Vmn1r125,1
Vmn1r126,1
Gm4175,1
Gm4214,1
Vmn1r127,1
Vmn1r128,1
Vmn1r129,1
Vmn1r132,1
Vmn1r139,1
Gm4177,1
Gm4216,1
Vmn1r135,1
Vmn1r163,1
Gm5725,1
Gm8720,1
Gm10662,1
Gm5891,1
Vmn1r148,1
Vmn1r151,1
Gm8693,1
Vmn1r157,1
Vmn1r158,1
Vmn1r159,1
Vmn1r160,1
Nlrp4e,1
Nlrp5,1
Vmn1r167,1
Vmn1r168,1
Vmn1r169,1
Vmn1r170,1
Vmn1r171,1
Vmn1r172,1
Vmn1r173,1
Vmn1r174,1
Vmn1r175,1
Vmn1r176,1
Vmn1r177,1
Vmn1r178,1
Vmn1r179,1
Vmn1r180,1
Vmn1r181,1
V1rd18,1
V1rd19,1
Vmn1r183,1
Dock9Dock9,1
Auts2,1
Ate1&Fgfr2,1
Esm1-4921509O07Rik,1
Mir6388Mir6388,1
Mir6388,1
Mir7094-2-Mir6388,1
Mir6388-Zfp386,1
Exoc2Exoc2,1
Fbxo22&Nrg4,1
BC003331,1
Cdkn2a&Cdkn2b&Gm12610,1
Emcn,1
0610031O16Rik&4930425O10Rik&4930579F01Rik&A830019L24Rik&Adh1&Adh4&Adh5&Adh6-ps1&Adh6a&Adh7&Bmpr1b&Dapp1&Ddit4l&Dnajb14&Eif4e&Emcn&Gbp2&Gbp2b&Gbp3&Gbp5&Gbp7&Gm4861&Gm5105&Gm6260&Gtf2b&H2afz&Kyat3&Lamtor3&Metap1&Mir1956&Mir6381&Mir7j&Mttp&Pdha2&Pdlim5&Pkn2&Rap1gds1&Stpg2&Trmt10a&Tspan5&Unc5c,1
Gm4861,1
Ddit4l,1
H2afz,1
Dnajb14,1
Lamtor3,1
Dapp1,1
Gm5105,1
Mttp,1
Trmt10a,1
4930579F01Rik,1
0610031O16Rik,1
Adh7,1
Adh1,1
Adh6a,1
Adh6-ps1,1
Adh4,1
Adh5,1
Metap1,1
Eif4e,1
Mir1956,1
4930425O10Rik,1
Tspan5,1
Rap1gds1,1
Stpg2,1
Mir7j,1
Pdha2,1
Unc5c,1
Bmpr1b,1
Pdlim5,1
Gbp5,1
Gbp7,1
Gbp3,1
Gbp2b,1
Gbp2,1
Mir6381,1
Kyat3,1
Gtf2b,1
Pkn2,1
A830019L24Rik,1
Gm6260,1
Mir466f-1,1
1110059E24Rik&1500015L24Rik&1700018L02Rik&1700028P14Rik&2610016A17Rik&2700046G09Rik&4430402I18Rik&4930554I06Rik&4931403E22Rik&8430431K14Rik&9930021J03Rik&A1cf&A330040F15Rik&A930007I19Rik&Abhd17b&Acta2&Ak3&Aldh1a1&Aldh1a7&Ankrd22&Anxa1&Apba1&Asah2&Atad1&C030016D13Rik&C130060C02Rik&C730002L08Rik&Carnmt1&Cbwd1&Cd274&Cdc37l1&Cep78&Ch25h&Cntf&Cstf2t&D030056L22Rik&D930032P07Rik&Dkk1&Dmrt1&Dmrt2&Dmrt3&Dock8&Dtx4&E030003E18Rik&E030024N20Rik&Ermp1&Fam111a&Fam122a&Fam189a2&Fas&Foxb2&Foxd4&Fxn&Gcnt1&Gda&Gldc&Glis3&Glyat&Gm38437&Gm44505&Gm4952&Gm5512&Gm6642&Gm815&Gm8978&Gm9895&Gna14&Gnaq&Ifit1&Ifit1bl1&Ifit1bl2&Ifit2&Ifit3&Ifit3b&Il33&Insl6&Jak2&Kank1&Kcnv2&Keg1&Kif20b&Klf9&Lipa&Lipf&Lipk&Lipm&Lipn&Lipo1&Lipo2&Lipo3&Lipo4&Lpxn&Mamdc2&Mbl2&Minpp1&Mir101b&Mir107&Mir1192&Mir204&Mir3084-1&Mir466f-1&Mir496b&Mlana&Mpeg1&Nmrk1&Olfr1431&Olfr1432&Olfr1434&Olfr1436&Olfr1437&Olfr1440&Olfr1441&Olfr1442&Olfr1443&Olfr1444&Olfr1445&Olfr1446&Olfr1447&Olfr1448&Olfr1449&Olfr1450&Olfr1451&Olfr1453&Olfr1454&Olfr1457&Olfr1459&Olfr1461&Olfr1462&Olfr1463&Olfr1465&Olfr1466&Olfr1467&Olfr1469&Olfr1471&Olfr1472&Olfr1474&Olfr1475&Olfr1477&Olfr1480&Olfr1484&Olfr1487&Olfr1489&Olfr1490&Olfr1491&Olfr1494&Olfr1495&Olfr1496&Olfr1497&Olfr1499&Olfr1500&Olfr1501&Olfr1502&Olfr1504&Olfr1505&Olfr235&Olfr262&Ostf1&Pank1&Papss2&Pcsk5&Pdcd1lg2&Pfpl&Pgm5&Pip5k1b&Plgrkt&Plpp6&Ppp1r2-ps3&Prkg1&Prune2&Psat1&Ptar1&Pten&Pum3&Ranbp6&Rcl1&Rfk&Rfx3&Ric1&Rln1&Rnls&Rnu6&Rorb&Sgms1&Slc16a12&Slc1a1&Smarca2&Smc5&Snora19&Stambpl1&Tjp2&Tle4&Tmc1&Tmem2&Tmem252&Trpd52l3&Trpm3&Trpm6&Uhrf2&Vldlr&Vps13a&Zfand5&Zfp91,1
Olfr1431,1
Olfr1432,1
Olfr262,1
Olfr235,1
Olfr1434,1
Olfr1436,1
Olfr1437,1
Olfr1440,1
Olfr1441,1
Pfpl,1
Mpeg1,1
Dtx4,1
Fam111a,1
A330040F15Rik,1
Gm4952,1
Glyat,1
Olfr1442,1
Olfr1443,1
Keg1,1
Cntf,1
Gm44505,1
Zfp91,1
Lpxn,1
Olfr1444,1
Olfr1445,1
Olfr1446,1
Olfr1447,1
Gm5512,1
Olfr1448,1
Olfr1449,1
Olfr1450,1
Olfr1451,1
Olfr1453,1
Olfr1454,1
Olfr1457,1
Olfr1459,1
Olfr1461,1
Olfr1462,1
Olfr1463,1
Olfr1465,1
Olfr1466,1
Olfr1467,1
Olfr1469,1
Olfr1471,1
Olfr1472,1
Olfr1474,1
Olfr1475,1
Olfr1477,1
Olfr1480,1
Olfr1484,1
Olfr1487,1
Olfr1489,1
Olfr1490,1
Olfr1491,1
Olfr1494,1
Olfr1495,1
Olfr1496,1
Olfr1497,1
Olfr1499,1
Olfr1500,1
Olfr1501,1
Olfr1502,1
Olfr1504,1
Olfr1505,1
Rnu6,1
Tle4,1
Psat1,1
Cep78,1
C130060C02Rik,1
Gnaq,1
E030024N20Rik,1
Mir496b,1
Gna14,1
Vps13a,1
Foxb2,1
Prune2,1
Gcnt1,1
Rfk,1
Pcsk5,1
Ostf1,1
Nmrk1,1
Carnmt1,1
D030056L22Rik,1
Trpm6,1
Rorb,1
Anxa1,1
1500015L24Rik,1
E030003E18Rik,1
C730002L08Rik,1
Aldh1a1,1
Aldh1a7,1
Tmc1,1
4930554I06Rik,1
Zfand5,1
Gda,1
1110059E24Rik,1
Abhd17b,1
Tmem2,1
Trpm3,1
Mir204,1
Klf9,1
Mir1192,1
Smc5,1
Mamdc2,1
1700028P14Rik,1
Ptar1,1
Apba1,1
Fam189a2,1
Tjp2,1
Fxn,1
Pip5k1b,1
Fam122a,1
Tmem252,1
Pgm5,1
Foxd4,1
Cbwd1,1
Snora19,1
Gm38437,1
Mir3084-1,1
Dock8,1
Kank1,1
Dmrt1,1
Dmrt3,1
2610016A17Rik,1
Dmrt2,1
Smarca2,1
4931403E22Rik,1
Gm815,1
Vldlr,1
Kcnv2,1
Pum3,1
C030016D13Rik,1
Rfx3,1
Glis3,1
D930032P07Rik,1
Slc1a1,1
4430402I18Rik,1
Plpp6,1
Cdc37l1,1
Ak3,1
1700018L02Rik,1
Gm9895,1
Rcl1,1
Mir101b,1
Jak2,1
Insl6,1
Rln1,1
Plgrkt,1
Cd274,1
Pdcd1lg2,1
A930007I19Rik,1
Ric1,1
Ermp1,1
Mlana,1
9930021J03Rik,1
Ranbp6,1
Il33,1
Trpd52l3,1
Uhrf2,1
Gldc,1
Mbl2,1
Ppp1r2-ps3,1
Dkk1,1
Prkg1,1
Gm6642,1
Cstf2t,1
8430431K14Rik,1
A1cf,1
Asah2,1
Sgms1,1
2700046G09Rik,1
Minpp1,1
Papss2,1
Atad1,1
Pten,1
Rnls,1
Lipo4,1
Lipo3,1
Gm8978,1
Lipo2,1
Lipo1,1
Lipf,1
Lipk,1
Lipn,1
Lipm,1
Ankrd22,1
Stambpl1,1
Acta2,1
Fas,1
Ch25h,1
Lipa,1
Ifit2,1
Ifit3,1
Ifit1bl1,1
Ifit3b,1
Ifit1bl2,1
Ifit1,1
Slc16a12,1
Pank1,1
Mir107,1
Kif20b,1
Tbc1d14Tbc1d14,1
Rock1,1
Atp1b2&Cd68&Eif4a1&Fxr2&Mir1934&Mpdu1&Sat2&Shbg&Sox15,1
Atp1b2&Eif4a1,1
